Id,title,score,desc,url,lat,lon,location
10,Maison au pied du Mont Saint Michel,9.2,"Offrant une vue sur le jardin, la Maison au pied du Mont Saint Michel propose un hébergement avec une terrasse et une bouilloire, à environ 21 km du Scriptorial d'Avranches, musee des manuscrits. ",https://www.booking.com/hotel/fr/maison-au-pied-du-mont-saint-michel.fr.html,48.61267358,-1.48553065,Mont Saint Michel
11,Vent des Grèves,9.2,"Offrant une vue sur le jardin, le Vent des Grèves est situé à Pontorson, à 8,1 km de l'abbaye du Mont-Saint-Michel. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé. ",https://www.booking.com/hotel/fr/vent-des-greves-pontorson.fr.html,48.615403,-1.49144,Mont Saint Michel
12,Au Mont Chez Nous Jaccuzi et Sauna,9.2,"Situé à Pontorson, à 8,6 km de l'abbaye du Mont-Saint-Michel, l'établissement Au Mont Chez Nous Jaccuzi et Sauna propose un jardin, une connexion Wi-Fi gratuite, une cuisine et un salon communs. ",https://www.booking.com/hotel/fr/26-route-de-la-rive-ardevon.fr.html,48.6134553,-1.4858723,Mont Saint Michel
13,Le Goeland,9.1,"Le Goeland est situé à Beauvoir, à 23 km du Scriptorial d'Avranches. musee des manuscrits Le Mont Saint-Michel se trouve à 45 km du port de la Houle et à 48 km de la gare de Granville. ",https://www.booking.com/hotel/fr/le-goeland-beauvoir.fr.html,48.59750289,-1.50417254,Mont Saint Michel
14,La Greve Saint Michel,9.0,"Situé à Beauvoir, à 5 km de l'abbaye du Mont-Saint-Michel, l'établissement La Greve Saint Michel propose un jardin, une connexion Wi-Fi gratuite et une réception ouverte 24h/24. ",https://www.booking.com/hotel/fr/la-greve-saint-michel.fr.html,48.59775819,-1.51228422,Mont Saint Michel
15,A L'Ombre du Mont St Michel,8.9,"Dotée d'une piscine extérieure et d'un jardin, la chambre d'hôtes A L'Ombre du Mont St Michel est située dans la campagne de Huisnes-sur-Mer, à seulement 2 km du Mont Saint-Michel. ",https://www.booking.com/hotel/fr/a-l-ombre-du-mont-st-michel.fr.html,48.61591354,-1.46560172,Mont Saint Michel
16,Gites les 2 Clos au pied du Mont,8.9,"Gites les 2 Clos au pied du Mont features accommodation in Ardevon. All of the holiday homes feature a private bathroom, flat-screen TV, fully-equipped kitchen and terrace. ",https://www.booking.com/hotel/fr/les-deux-clos-pontorson.fr.html,48.6139661,-1.48579173,Mont Saint Michel
17,Mon Saint Michel,8.8,"Situé à Ardevon, le Mon Saint Michel propose une connexion Wi-Fi gratuite, un service de prêt de vélos, un jardin et une terrasse. ",https://www.booking.com/hotel/fr/mon-saint-michel.fr.html,48.613627,-1.485791,Mont Saint Michel
18,L'Hirondelle,8.8,"La maison de vacances L'Hirondelle, située à Pontorson, possède une terrasse et une cuisine entièrement équipée. ",https://www.booking.com/hotel/fr/l-39-hirondelle-pontorson.fr.html,48.615795,-1.488712,Mont Saint Michel
19,La Mouette,8.7,"La Mouette est située à Beauvoir, à 23 km du Scriptorial d'Avranches, musee des manuscrits Le Mont Saint-Michel se trouve à 45 km du port de la Houle et à 48 km de la gare de Granville. ",https://www.booking.com/hotel/fr/la-mouette-beauvoir1.fr.html,48.5973035,-1.50453892,Mont Saint Michel
20,Le Héron,8.7,"Situé à Huisnes-sur-Mer, à 19 km du Scriptorial d'Avranches, l'établissement Le Héron propose des hébergements avec connexion Wi-Fi gratuite. ",https://www.booking.com/hotel/fr/le-heron-huisnes-sur-mer.fr.html,48.6100841,-1.4567376,Mont Saint Michel
21,O rivage du Mont 10/12 pers,8.6,"Situé à Huisnes-sur-Mer, à seulement 11 km de l'abbaye du Mont-Saint-Michel, l'O rivage du Mont 10/12 pers propose un hébergement avec une terrasse, un barbecue et une connexion Wi-Fi gratuite. ",https://www.booking.com/hotel/fr/o-rivage-du-mont-10-12-pers.fr.html,48.62142541,-1.4543677,Mont Saint Michel
22,O rivage du Mont 5 pers,8.5,"Doté d'une terrasse, l'O rivage du Mont 5 pers est situé à Huisnes-sur-Mer, à 11 km de l'abbaye du Mont-Saint-Michel et à 18 km du Scriptorial d'Avranches, musee des manuscrits. ",https://www.booking.com/hotel/fr/o-rivage-du-mont.fr.html,48.61931018,-1.45919003,Mont Saint Michel
23,Gîte de la Grève,8.5,"Offrant une vue sur la ville, le Gîte de la Grève propose un hébergement avec une terrasse et une machine à café, à environ 5,1 km de l'abbaye du Mont-Saint-Michel. ",https://www.booking.com/hotel/fr/gite-de-la-greve.fr.html,48.5973128,-1.5113112,Mont Saint Michel
24,Ermitage - Mont-Saint-Michel,8.4,"Situé à Beauvoir, à 5,4 km de l'abbaye du Mont-Saint-Michel, l'Ermitage - Mont-Saint-Michel propose un jardin, un parking privé gratuit, un salon commun et une terrasse. ",https://www.booking.com/hotel/fr/ermitage-mont-saint-michel-beauvoir.fr.html,48.59449,-1.511429,Mont Saint Michel
25,Au Mont Pour Deux,8.3,L'établissement Au Mont Pour Deux est situé à Pontorson. Cet hébergement climatisé se trouve à 37 km de Cancale. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé sur place. ,https://www.booking.com/hotel/fr/au-mont-pour-deux.fr.html,48.61349776,-1.48584455,Mont Saint Michel
26,Mercure Mont Saint Michel,8.2,"Installé dans des espaces verts à seulement 2 km de l'abbaye du Mont-Saint-Michel, le Mercure Mont Saint Michel propose des chambres spacieuses avec salle de bains privative, un bar-restaurant et de...",https://www.booking.com/hotel/fr/mont-saint-michel.fr.html,48.61424653,-1.51054502,Mont Saint Michel
27,Hôtel Vert,8.0,"Situé à 2 km du Mont-Saint-Michel, sur la côte normande, l'Hôtel Vert propose des chambres décorées dans des tons pastel dotées d'une salle de bains privative, d'une télévision ainsi que d'une...",https://www.booking.com/hotel/fr/vert.fr.html,48.61470049,-1.50961697,Mont Saint Michel
28,Apparthôtel Mont Saint Michel - Résidence Fleurdumont,8.0,"La Résidence Fleurdumont vous propose un hébergement accueillant volontiers les animaux domestiques. Il est situé à Beauvoir, à 4,4 km de l’abbaye du Mont-Saint-Michel. ",https://www.booking.com/hotel/fr/residence-fleurdumont.fr.html,48.59648217,-1.50314692,Mont Saint Michel
29,Le Relais Saint Michel,7.9,Le Relais Saint Michel vous accueille face à la baie du Mont-Saint-Michel. ,https://www.booking.com/hotel/fr/le-relais-saint-michel.fr.html,48.61758727,-1.51039615,Mont Saint Michel
30,Studio T1BIS BORD DE PLAGE,9.8,"Doté d'une connexion Wi-Fi et d'un parking privé gratuits, le Studio T1BIS BORD DE PLAGE est situé à Saint-Lunaire, à seulement 150 mètres de la plage de Port Blanc. ",https://www.booking.com/hotel/fr/studio-t1bis-bord-de-plage.fr.html,48.6344023,-2.0836826,St Malo
31,Studio Le sillon malouin vue mer,9.8,"Offrant une vue sur la mer, le Studio Le sillon malouin vue mer propose un hébergement avec un balcon, à moins de 1 km de la plage d'Eventail. ",https://www.booking.com/hotel/fr/studio-vue-mer-saint-malo.fr.html,48.6536946,-2.0108128,St Malo
32,Le Plongeoir de Bon-Secours,9.8,"Situé dans le centre de Saint-Malo, à 200 mètres de la plage de Bon Secours et à 300 mètres de celle de Mole, l'établissement Le Plongeoir de Bon-Secours propose une connexion Wi-Fi gratuite. ",https://www.booking.com/hotel/fr/le-bon-secours.fr.html,48.6480942,-2.0275281,St Malo
33,"Dinard, très bel appartement***** avec vue sur mer",9.8,"Doté d'une piscine extérieure, d'une salle de sport et d'un jardin, le Dinard, très bel appartement**** avec vue sur mer propose un hébergement avec une connexion Wi-Fi gratuite et une vue sur la mer...",https://www.booking.com/hotel/fr/dinard-tres-bel-appartement-avec-vue-sur-mer.fr.html,48.63485174,-2.04889823,St Malo
34,"L'Intimiste Balnéo Spa, pure détente et romantisme",9.8,"Situé à La Richardais, à seulement 2,2 km de la plage de Port la Vicomte, L'Intimiste Balnéo Spa, pure détente et romantisme propose un hébergement en bord de mer avec une terrasse, un casino et une...",https://www.booking.com/hotel/fr/intimiste-balneo-spa-pure-detente-et-romantisme-la-richardais.fr.html,48.60684112,-2.03910207,St Malo
35,L'ILOT,9.8,"L'ILOT vous accueille dans une maison de vacances dotée d'une terrasse à Saint-Malo, à 2,4 km de l'Espace Duguay-Trouin et du Palais du Grand Large. ",https://www.booking.com/hotel/fr/l-39-ilot.fr.html,48.6611346,-1.98755309,St Malo
36,Jacques Melchior,9.7,"Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, le Jacques Melchior est un hébergement situé dans le centre de Saint-Malo, à seulement 300 mètres de la plage de Bon Secours et à...",https://www.booking.com/hotel/fr/jacques-melchior.fr.html,48.648992,-2.025626,St Malo
37,Apartment Le 1727,9.7,"Situé à seulement 5 minutes à pied de la plage, l'Apartment Le 1725 - Le 1727 propose un hébergement à Saint-Malo, dans un bâtiment historique construit en 1727. ",https://www.booking.com/hotel/fr/apartment-le-1725-1727.fr.html,48.646808,-2.024251,St Malo
38,Villa Fleurette,9.7,"Dotée d'une terrasse meublée, la Villa Fleurette propose un hébergement à 4 km du centre de Saint-Malo et à 5 km de l'aquarium de la ville. Une connexion Wi-Fi est disponible gratuitement. ",https://www.booking.com/hotel/fr/bed-and-breakfast-les-fleurettes.fr.html,48.65542609,-1.9837423,St Malo
39,BISLAYNE,9.7,"Situé à Saint-Malo, à seulement 300 mètres de la plage du Sillon, le BISLAYNE propose un hébergement avec un jardin, une terrasse, un barbecue et une connexion Wi-Fi gratuite. ",https://www.booking.com/hotel/fr/bislayne.fr.html,48.6611268,-1.9890825,St Malo
40,Vue mer exceptionnelle,9.6,"L'hébergement Vue mer exceptionnelle est situé à Dinard, à 500 mètres de la plage d'Ecluse, à 700 mètres de celle de Malouine et à 1,1 km de celle de Riou. ",https://www.booking.com/hotel/fr/vue-mer-exceptionnelle-dinard.fr.html,48.635592,-2.0557986,St Malo
41,Le Pilo,9.6,"Situé dans le centre de Saint-Malo, à seulement 300 mètres de la plage de Bon Secours et à 400 mètres de celle de Mole, l'établissement Le Pilo propose un hébergement avec vue sur la ville et...",https://www.booking.com/hotel/fr/le-pilori.fr.html,48.648992,-2.0256258,St Malo
42,Le Grand Sillon - Le Georges,9.6,"Le Grand Sillon - Le Georges est situé à Saint-Malo, à moins de 1 km de la plage d'Eventail et à 19 minutes à pied de la plage de Bon Secours, dans une région propice à la randonnée. ",https://www.booking.com/hotel/fr/le-grand-sillon-le-laperouse.fr.html,48.65377,-2.010317,St Malo
43,Résidence Quai Sud-Le Cartier,9.6,"Installé à Saint-Malo, à seulement 500 mètres de la vieille ville, cet appartement dispose d'une connexion Wi-Fi et d'un balcon. ",https://www.booking.com/hotel/fr/residence-quai-sud-le-cartier-saint-malo.fr.html,48.65171737,-2.01660376,St Malo
44,"Le Plongeoir, intra-muros",9.6,"Idéalement situé dans le centre de Saint-Malo, Le Plongeoir, intra-muros offre une vue sur la ville et dispose d'une terrasse. Vous bénéficierez d'une connexion Wi-Fi gratuite. ",https://www.booking.com/hotel/fr/le-pongeoir-intra-muros.fr.html,48.6487255,-2.0275728,St Malo
45,Cocon d'Emeraude Saint-Malo,9.6,"Le Cocon d'Emeraude Saint-Malo est situé à Saint-Malo, à 200 mètres de la plage des Bas-Sablons et à 1,4 km de la plage des Fours à Chaux, dans une région propice à la randonnée. ",https://www.booking.com/hotel/fr/cocon-d-emeraude-saint-malo.fr.html,48.6376532,-2.0177791,St Malo
46,Villa Louisa,9.6,"Située à Saint-Malo, la Villa Louisa dispose d'un jardin et d'une terrasse. Ce Bed & Breakfast se trouve à moins de 1 km de la tour Solidor et à 11 minutes à pied du terminal ferry du Naye. ",https://www.booking.com/hotel/fr/villa-louisa-saint-malo123.fr.html,48.636573,-2.014444,St Malo
47,L'ILE AUX MOUETTES - en plein Intra-Muros,9.6,"Bénéficiant d'un emplacement privilégié dans le centre de Saint-Malo, L'ILE AUX MOUETTES - en plein Intra-Muros dispose d'un balcon. ",https://www.booking.com/hotel/fr/ile-aux-mouettes-en-plein-intra-muros.fr.html,48.64878589,-2.02571677,St Malo
48,Le Servannais,9.6,"Offrant une vue sur le jardin, Le Servannais propose un hébergement avec un balcon et une machine à café, à environ 700 mètres de la plage des Fours à Chaux. ",https://www.booking.com/hotel/fr/le-servannais.fr.html,48.633066,-2.0122031,St Malo
49,Apartment La Plage 2,9.6,"Offrant une vue sur la mer, l'Apartment La Plage 2 est situé à Dinard, à quelques pas de la plage de l'Écluse et à 550 mètres de celle de Malouine. ",https://www.booking.com/hotel/fr/apartment-la-plage.fr.html,48.6356206,-2.0557472,St Malo
50,Villa Saint Raphaël,9.6,"La Villa Saint Raphaël vous accueille dans une villa rénovée datant du XIXe siècle, à 5 minutes en voiture du centre de Saint-Malo et à 100 mètres de la plage. ",https://www.booking.com/hotel/fr/villa-saint-raphael-saint-malo.fr.html,48.6292419,-2.014493,St Malo
51,Appartement de charme,9.5,"Doté d'une connexion Wi-Fi gratuite, l'Appartement de charme est situé dans le centre de Saint-Malo, à moins de 300 mètres de la plage de Mole et de celle de Bon Secours. ",https://www.booking.com/hotel/fr/appartement-de-charme-saint-malo1.fr.html,48.64674193,-2.02607118,St Malo
52,La Conchee,9.5,"La maison de vacances La Conchée est située à Saint-Malo, dans le quartier de Rothéneuf, à 15 minutes de route de la vieille ville. ",https://www.booking.com/hotel/fr/la-conchee.fr.html,48.67741279,-1.98646032,St Malo
53,Chambres d'hôtes Le Clos d'Enhaut,9.5,"Situé à 15 minutes de marche de la plage du Prieuré de Dinard, cette ancienne ferme rénovée du XIXe siècle dispose d'un jardin et d'une terrasse où vous pourrez vous détendre. ",https://www.booking.com/hotel/fr/chambres-d-ha-tes-le-clos-d-enhaut.fr.html,48.61776672,-2.06566036,St Malo
54,L'Escale en Bretagne,9.5,"Situé à Saint-Malo, à seulement 1 km de la plage du Sillon, L'Escale en Bretagne propose un hébergement avec une terrasse, un barbecue et une connexion Wi-Fi gratuite. ",https://www.booking.com/hotel/fr/l-escale-en-bretagne.fr.html,48.64710769,-2.00891114,St Malo
55,Villa Marlotte by Cocoonr - La Belle de Dinard,9.5,"Dotée d'un jardin et d'une terrasse, la Villa Marlotte by Cocoonr - La Belle de Dinard est située à Dinard, à 300 mètres de la plage du Prieure, à 1,2 km de celle de Vicomte et à 1,8 km de celle de...",https://www.booking.com/hotel/fr/villa-marlotte-la-belle-de-dinard.fr.html,48.623214,-2.0481153,St Malo
56,Capitainerie Clos Morin,9.5,"Située à Saint-Malo, à moins de 1 km de la plage du Rosais et à 14 minutes à pied de la plage des Fours à Chaux, la Capitainerie Clos Morin propose des hébergements avec une connexion Wi-Fi gratuite,...",https://www.booking.com/hotel/fr/capitainerie-clos-morin.fr.html,48.618692,-2.00908,St Malo
57,Le Cézembre - vue 180 baie St Malo,9.5,"Le Cézembre - vue 180 baie St Malo est situé à Saint-Malo, à 200 mètres de la plage de Pont et à moins de 1 km de la plage Minihic, dans une région où vous pourrez pêcher. ",https://www.booking.com/hotel/fr/le-cezembre-saint-malo.fr.html,48.67733705,-1.98596946,St Malo
58,La Haute Flourie,9.5,"La chambre d'hôtes La Haute Flourie est située à Saint-Malo, à 10 minutes de route de Dinard. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé sur place. ",https://www.booking.com/hotel/fr/la-haute-flourie.fr.html,48.61885282,-2.00548804,St Malo
59,Apartment Le 1725,9.5,"Situé au cœur de la vieille ville de Saint-Malo, l'Apartment Le 1725 propose un hébergement indépendant dans un immeuble historique datant de 1725. ",https://www.booking.com/hotel/fr/apartment-le-1725.fr.html,48.64666666,-2.02641111,St Malo
60,"Hôtel particulier ""le clos de la croix""",9.8,"Situé à Bayeux, l'Hôtel particulier ""le clos de la croix"" propose une connexion Wi-Fi gratuite, un jardin, un salon commun et une terrasse. ",https://www.booking.com/hotel/fr/particulier-quot-le-clos-de-la-croix-quot.fr.html,49.277964,-0.701677,Bayeux
61,Clos de Bellefontaine B&B,9.7,"Le Clos de Bellefontaine occupe une maison du XIXe siècle dans un parc de 2 000 m², située à seulement 200 mètres du musée de la Tapisserie de Bayeux et à 6 km d'Omaha Beach. ",https://www.booking.com/hotel/fr/chambres-d-ha-tes-clos-de-bellefontaine-bayeux.fr.html,49.27267164,-0.69486111,Bayeux
62,Chambre d'hôte le 18-20,9.7,"Située à Saint-Martin-des-Entrées, à 2,9 km du musée de la Tapisserie de Bayeux et à 3,7 km du musée Baron Gérard, la Chambre d'hôte le 18-20 propose des hébergements avec une connexion Wi-Fi gratuite...",https://www.booking.com/hotel/fr/chambre-d-hote-le-18-20.fr.html,49.26722843,-0.672025,Bayeux
63,Tiny house au cœur de Bayeux,9.7,"Offrant une vue sur le jardin, le Tiny house au cœur de Bayeux propose un hébergement avec un balcon et une machine à café, à environ 400 mètres du musée Baron Gérard. ",https://www.booking.com/hotel/fr/tiny-house-au-coeur-de-bayeux.fr.html,49.2755584,-0.6992038,Bayeux
64,Manoir Saint Hubert,9.7,"Le Manoir Saint Hubert est situé à Saint-Vigor-le-Grand, à 10 minutes à pied du centre-ville. Cette chambre d'hôtes propose un barbecue et un jardin. ",https://www.booking.com/hotel/fr/manoir-saint-hubert-saint-vigor-le-grand-bayeux.fr.html,49.27825099,-0.68936087,Bayeux
65,Le Chat Qui Veille,9.7,"Situé à 1 km de la cathédrale Notre-Dame de Bayeux, Situé à Bayeux, l'établissement Le Chat Qui Veille dispose d'un barbecue et d'un jardin. ",https://www.booking.com/hotel/fr/gite-6-47-9-personnes-bayeux.fr.html,49.284642,-0.714551,Bayeux
66,Les Lilas de Bellefontaine,9.7,"Installé à environ 1 km du musée d’Art et d’Histoire Baron-Gérard, l’établissement Les Lilas de Bellefontaine propose un hébergement avec une terrasse, une bouilloire et une vue sur le jardin. ",https://www.booking.com/hotel/fr/les-lilas-de-bellefontaine.fr.html,49.27276264,-0.69479406,Bayeux
67,Le Grand Arbre,9.7,"Situé à Bayeux, en Basse-Normandie, à 800 mètres du musée de la Tapisserie, l'établissement Le Grand Arbre dispose d'une terrasse bien exposée et offre une vue sur le jardin. ",https://www.booking.com/hotel/fr/le-grand-arbre.fr.html,49.273359,-0.6905433,Bayeux
68,"La Maîtrise, au cœur de Bayeux",9.7,"Dotée d'une terrasse, La Maîtrise, au cœur de Bayeux est située à Bayeux, à 200 mètres du musée Baron Gérard, à 300 mètres de la cathédrale Notre-Dame de Bayeux et à 400 mètres du musée de la...",https://www.booking.com/hotel/fr/la-maitrise-au-coeur-de-bayeux.fr.html,49.2758139,-0.7053254,Bayeux
69,Chambres d'Hôtes Le Petit Sully,9.6,"L'établissement Le Petit Sully est implanté à Sully, à 4 km seulement de Bayeux. Lors de votre séjour, vous pourrez profiter de la piscine extérieure et de la bibliothèque. ",https://www.booking.com/hotel/fr/le-petit-sully.fr.html,49.29875074,-0.73583454,Bayeux
70,chez diane,9.6,"Offrant une vue sur le jardin, l'hébergement chez diane est situé à Barbeville, à 4,3 km de la cathédrale Notre-Dame de Bayeux et à 4,4 km du musée Baron-Gérard. ",https://www.booking.com/hotel/fr/chez-diane.fr.html,49.27208077,-0.75553586,Bayeux
71,Villa Lara Hotel,9.6,"La Villa Lara Hotel est un petit boutique hôtel de luxe situé dans le centre historique de Bayeux, en face de la cathédrale du XIe siècle et à seulement 2 minutes à pied de la Tapisserie de Bayeux. ",https://www.booking.com/hotel/fr/villa-lara-ha-tel.fr.html,49.27551886,-0.70096448,Bayeux
72,La Tour Bayeux,9.6,"L'établissement La Tour Bayeux propose un hébergement à Bayeux, à 300 mètres du musée de la Tapisserie de Bayeux et à 5 minutes à pied du musée Baron Gérard. ",https://www.booking.com/hotel/fr/la-tour-bayeux-bayeux.fr.html,49.275714,-0.698042,Bayeux
73,Manoir Sainte Victoire,9.5,"Situé à Bayeux, à 200 mètres du musée Baron Gérard et de la cathédrale Notre-Dame de Bayeux, le Manoir Sainte Victoire propose un hébergement avec connexion Wi-Fi gratuite et un jardin avec une...",https://www.booking.com/hotel/fr/manoir-sainte-victoire.fr.html,49.27649171,-0.7057596,Bayeux
74,"Appartement centre-ville Bayeux, tout à pied !",9.5,"Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, l'Appartement centre-ville Bayeux, tout à pied! ",https://www.booking.com/hotel/fr/appartement-centre-ville-bayeux-tout-a-pied-bayeux.fr.html,49.2764341,-0.6999725,Bayeux
75,Gîte de l'Ardoisier 7 Pers,9.5,"Doté d'une salle de sport, le Gîte de l'Ardoisier 7 Pers est situé à Guéron, à 3,1 km du musée Baron Gérard, à 3,2 km de la cathédrale Notre-Dame de Bayeux et à 3,3 km du musée de la tapisserie de...",https://www.booking.com/hotel/fr/le-montmirel.fr.html,49.25731927,-0.72057875,Bayeux
76,Appartement Bayeux,9.5,"Offrant une vue sur la ville, l'Appartement Bayeux est situé à Bayeux, à 400 mètres du musée Baron Gérard et à 600 mètres de la cathédrale Notre-Dame de Bayeux. ",https://www.booking.com/hotel/fr/appartement-bayeux.fr.html,49.27632,-0.699237,Bayeux
77,De ma fenetre,9.5,"Offrant une vue sur le jardin, l'établissement De ma fenetre est situé à Saint-Martin-des-Entrées, à 3 km du musée de la Tapisserie de Bayeux. ",https://www.booking.com/hotel/fr/de-ma-fenetre-saint-martin-des-entrees.fr.html,49.266481,-0.670462,Bayeux
78,Château Saint Gilles,9.5,"Situé à Bayeux, à 4,6 km du musée Baron Gérard, le Château Saint Gilles propose une piscine extérieure ouverte en saison, un parking privé gratuit, un jardin et un salon commun. ",https://www.booking.com/hotel/fr/chateau-saint-gilles.fr.html,49.249366,-0.712469,Bayeux
79,Suzon appartement idéalement situé,9.5,"Situé à Bayeux, en Basse-Normandie, le Suzon appartement idéalement situé est un établissement 2 étoiles doté d'une connexion Wi-Fi gratuite. ",https://www.booking.com/hotel/fr/suzon-appartement-idealement-situe.fr.html,49.2759148,-0.6991753,Bayeux
80,LOGIS DU GRAND PIN,9.5,"Situé à Bayeux, à 4,1 km du musée de la Tapisserie de Bayeux et à 5,7 km du musée Baron Gérard, Offrant une vue sur son jardin, le LOGIS DU GRAND PIN propose des hébergements avec une connexion Wi-Fi...",https://www.booking.com/hotel/fr/logis-du-grand-pin.fr.html,49.2520036,-0.6698477,Bayeux
81,La Citadine,9.5,L'établissement La Citadine est un hébergement indépendant situé dans le centre ville de Bayeux. Il dispose d'une chambre séparée et d'une connexion Wi-Fi gratuite. ,https://www.booking.com/hotel/fr/la-citadine.fr.html,49.280064,-0.709077,Bayeux
82,La Paresse en Ville,9.5,"Situé à Bayeux, en Basse-Normandie, à moins de 1,3 km de la cathédrale Notre-Dame de Bayeux, l'établissement La Paresse en Ville propose des hébergements avec une connexion Wi-Fi gratuite, un...",https://www.booking.com/hotel/fr/la-paresse-en-ville.fr.html,49.285735,-0.715824,Bayeux
83,Hotel Particulier de Sainte Croix,9.4,"Doté d'un jardin, l'Hotel Particulier de Sainte Croix propose un hébergement avec une connexion Wi-Fi gratuite et une vue sur la ville à Bayeux. ",https://www.booking.com/hotel/fr/de-sainte-croix.fr.html,49.27990374,-0.70877506,Bayeux
84,La Berlue Bayeux,9.4,"La Berlue Bayeux est située à Saint-Vigor-le-Grand, à 1,4 km du musée de la Tapisserie de Bayeux, à 1,4 km du musée Baron Gérard et à 1,5 km de la cathédrale Notre-Dame de Bayeux. ",https://www.booking.com/hotel/fr/la-berlue-bayeux.fr.html,49.279,-0.688119,Bayeux
85,Le 4,9.4,"Situé à Bayeux, à 200 mètres du musée Baron Gérard et de la cathédrale Notre-Dame de Bayeux, l'établissement Le 4 propose des hébergements dotés d'une connexion Wi-Fi gratuite et d'une télévision à...",https://www.booking.com/hotel/fr/le-4-bayeux.fr.html,49.27612713,-0.70589116,Bayeux
86,La cour des teinturiers,9.4,"L'établissement La cour des teinturiers est situé à Bayeux, à 500 mètres de la cathédrale Notre-Dame de Bayeux, à 400 mètres du musée de la Tapisserie de Bayeux et à 8,4 km de la batterie allemande du...",https://www.booking.com/hotel/fr/la-cour-des-teinturiers.fr.html,49.2768198,-0.7001433,Bayeux
87,le petit Vauquelin,9.4,"Doté d'un jardin et d'un barbecue, le petit Vauquelin propose un hébergement à Sommervieu avec une connexion Wi-Fi gratuite et une vue sur le jardin. ",https://www.booking.com/hotel/fr/le-petit-vauquelin.fr.html,49.2888638,-0.6552978,Bayeux
